"player_id","full_name","team","positions","current_price","breakeven","current_season_average","average_3_round","average_5_round","total_points","games_played","ownership_percentage","played_status","status","injury_detail","expected_return","role_tag","goal_kicking_status","starting_status","locked_flag","active_flag"
238,"Smith, Sandon","NEW","5/8/HOK",494400,NA,52.4,NA,NA,262,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
515,"Skelton, Jeral","WST","CTW",494200,NA,25.8,NA,NA,129,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
283,"Egan, Wayde","NZL","HOK",492800,NA,49.4,NA,NA,247,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
518,"Turuva, Sunia","WST","CTW",492500,NA,45.6,NA,NA,228,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
321,"Moses, Mitchell","PAR","HFB",491100,NA,50.2,NA,NA,251,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
414,"Sloan, Tyrell","STG","CTW",486500,NA,9.2,NA,NA,46,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
12,"Karapani, Josiah","BRO","CTW",486400,NA,27.6,NA,NA,138,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
233,"Saifiti, Jacob","NEW","FRF",484500,NA,58,NA,NA,290,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
73,"Hosking, Zac","CBR","2RF",484400,NA,44.6,NA,NA,223,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
517,"To'a, Starford","WST",NA,484300,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
49,"Montoya, Marcelo","BUL","CTW",481400,NA,45.8,NA,NA,229,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
323,"Paulo, Junior","PAR","FRF",481100,NA,48.8,NA,NA,244,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
468,"Radley, Victor","SYD","2RF",480700,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
216,"Frizell, Tyson","NEW","2RF/FRF",480600,NA,56,NA,NA,280,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
402,"Gutherson, Clint","STG","FLB",480500,NA,38.4,NA,NA,192,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
78,"Martin, Noah","CBR","2RF",477600,NA,75.8,NA,NA,379,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
249,"Derby, Robert","NQC","CTW",477500,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
154,"Verrills, Sam","GCT","HOK",476600,NA,48.4,NA,NA,242,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
274,"Vailea, Viliami","NQC","CTW",476400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
231,"Mooney, Trey","NEW","2RF/FRF",475700,NA,48.2,NA,NA,241,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
350,"Martin, Liam","PTH","2RF",473800,NA,30.8,NA,NA,154,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
119,"Plath, Max","DOL","2RF/HOK",472100,NA,35.8,NA,NA,179,5,NA,"pre","Bye Next Round","Bye Next Round",NA,NA,NA,NA,FALSE,TRUE
39,"Hayes, Harry","BUL","2RF",471300,NA,20.2,NA,NA,101,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
170,"Meaney, Nick","MEL","CTW",470100,NA,29.6,NA,NA,148,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
406,"King-Togia, Lyhkan","STG","5/8",470000,NA,7.8,NA,NA,39,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
134,"Fifita, Jojo","GCT","CTW",469800,NA,50.2,NA,NA,251,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
87,"Savage, Xavier","CBR","CTW",467000,NA,57,NA,NA,285,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
126,"Brimson, Alexander","GCT","5/8",466500,NA,34.6,NA,NA,173,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
502,"Luai, Jarome","WST","5/8",465700,NA,35.6,NA,NA,178,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
75,"Laurie, Daine","CBR","FLB",465100,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
199,"Taukei'aho, Siua","MNL",NA,464800,NA,2.6,NA,NA,13,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
449,"Tatola, Tevita","STH","FRF",464300,NA,42.2,NA,NA,211,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
386,"Ramien, Jesse","SHA","CTW",462900,NA,54.6,NA,NA,273,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
230,"McEwen, Jermaine","NEW","2RF",462500,NA,52.2,NA,NA,261,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
273,"Taumalolo, Jason","NQC","FRF",461600,NA,51,NA,NA,255,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
183,"Faulalo, Clayton","MNL","CTW",460900,NA,4.6,NA,NA,23,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
74,"Kris, Sebastian","CBR","CTW",460700,NA,44.6,NA,NA,223,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
160,"Howarth, Jack","MEL","CTW",459800,NA,40.2,NA,NA,201,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
326,"Russell, Sean","PAR","CTW",458200,NA,53.2,NA,NA,266,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
62,"Tupouniua, Sitili","BUL","2RF/FRF",454100,NA,41.8,NA,NA,209,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
346,"Henry, Liam","PTH","FRF/2RF",452300,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
472,"Savala, Hugo","SYD","5/8/HFB",452300,NA,2.8,NA,NA,14,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
294,"Leiataua, Ali","NZL","CTW",452200,NA,29,NA,NA,145,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
401,"Guler, Emre","STG","FRF",451500,NA,50.2,NA,NA,251,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
11,"Jensen, Corey","BRO","FRF",450700,NA,47.2,NA,NA,236,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
344,"Garner, Luke","PTH","2RF",449800,NA,48.6,NA,NA,243,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
349,"Leota, Moses","PTH","FRF",449000,NA,44.6,NA,NA,223,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
30,"Willison, Xavier","BRO","2RF/FRF",445300,NA,47,NA,NA,235,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
307,"Watene-Zelezniak, Dallin","NZL","CTW",444000,NA,53.8,NA,NA,269,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
247,"Cotter, Reuben","NQC","2RF",440400,NA,32.4,NA,NA,162,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
280,"Capewell, Kurt","NZL","2RF",440100,NA,16,NA,NA,80,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
439,"Mamouzelos, Peter","STH","HOK",439300,NA,34.6,NA,NA,173,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
165,"King, Josh","MEL","FRF",438700,NA,46.8,NA,NA,234,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
365,"Colquhoun, Jesse","SHA","2RF/FRF",438400,NA,53.2,NA,NA,266,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
430,"Graham, Campbell","STH","CTW",437900,NA,29.6,NA,NA,148,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
333,"Walker, Dylan","PAR","2RF",433500,NA,46.2,NA,NA,231,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
442,"Munro, Tyrone","STH","CTW",431900,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
135,"Fotuaika, Moeaki","GCT","FRF",429500,NA,41,NA,NA,205,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
36,"Curran, Joshua","BUL","2RF/FRF",428500,NA,11.8,NA,NA,59,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
178,"Brooks, Luke","MNL","5/8",428400,NA,35,NA,NA,175,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
456,"Butcher, Nat","SYD","2RF",426300,NA,41,NA,NA,205,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
263,"McIntyre, Sam","NQC","2RF/FRF",426200,NA,48,NA,NA,240,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
2,"Arthars, Jesse","BRO","CTW",425900,NA,14,NA,NA,70,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
453,"Wighton, Jack","STH","CTW",425800,NA,34.6,NA,NA,173,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
213,"Crossland, Phoenix","NEW","HOK",424600,NA,50.2,NA,NA,251,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
149,"Randall, Chris","GCT","2RF",423600,NA,41.8,NA,NA,209,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
259,"Laybutt, Zac","NQC","CTW",423300,NA,11.6,NA,NA,58,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
432,"Hubner, Lachlan","STH","2RF",422900,NA,21.8,NA,NA,109,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
203,"Waddell, Corey","MNL","2RF",422800,NA,25.6,NA,NA,128,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
451,"Walker, Cody","STH","5/8",422700,NA,46,NA,NA,230,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
112,"Knowles, Morgan","DOL","2RF",422100,NA,46.6,NA,NA,233,5,NA,"pre","Bye Next Round","Bye Next Round",NA,NA,NA,NA,FALSE,TRUE
544,"Stuart, Jed","CBR","CTW",422000,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
187,"Hetherington, Kobe","MNL","2RF/FRF",421600,NA,34.8,NA,NA,174,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
89,"Starling, Tom","CBR","HOK",421200,NA,40,NA,NA,200,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
467,"Pauga, Fetalagia","SYD","CTW",420600,NA,26.6,NA,NA,133,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
115,"Molo, Francis","DOL","FRF",419900,NA,15,NA,NA,75,5,NA,"pre","Bye Next Round","Bye Next Round",NA,NA,NA,NA,FALSE,TRUE
181,"Bullemor, Ethan","MNL","FRF",419200,NA,23,NA,NA,115,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
555,"Buchanan, Hayden","STG","CTW",417000,NA,5.2,NA,NA,26,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
81,"Papalii, Josh","CBR","FRF",414700,NA,17.6,NA,NA,88,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
458,"Collins, Lindsay","SYD","FRF",411800,NA,36.2,NA,NA,181,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
14,"Mariner, Deine","BRO","CTW",410600,NA,35,NA,NA,175,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
348,"Kenny, Mitchell","PTH","HOK",410400,NA,30.8,NA,NA,154,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
319,"Matterson, Ryan","PAR","2RF",407300,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
29,"Walters, Billy","BRO","HOK/5/8",406300,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
524,"Elliott, Adam","STH","2RF",404900,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
313,"Guymer, Charlie","PAR","2RF",404000,NA,10.6,NA,NA,53,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
198,"Simpkin, Jake","MNL","HOK",402700,NA,34.8,NA,NA,174,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
222,"Hunt, Fletcher","NEW","CTW/FLB",401800,NA,46,NA,NA,230,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
132,"Feagai, Max","GCT","CTW",400300,NA,18.6,NA,NA,93,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
268,"Paulo, Jaxson","NQC","CTW",397000,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
370,"Hazelton, Thomas","SHA","FRF",396200,NA,39,NA,NA,195,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
196,"Saab, Jason","MNL","CTW",396200,NA,15.6,NA,NA,78,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
138,"Haas, Klese","GCT","2RF",394600,NA,41,NA,NA,205,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
410,"Liddle, Jacob","STG","HOK",394100,NA,15.8,NA,NA,79,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
53,"Rinakama, Jethro","BUL","CTW",391200,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
329,"Smith, Ryley","PAR","HOK",390700,NA,43.2,NA,NA,216,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
194,"Paseka, Taniela","MNL","FRF",389400,NA,41.8,NA,NA,209,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
511,"Pole, Fonua","WST","FRF",388200,NA,29,NA,NA,145,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
251,"Edwards, Harrison","NQC","2RF/HOK",387900,NA,2.6,NA,NA,13,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
400,"Flanagan, Kyle","STG","5/8",386500,NA,22.8,NA,NA,114,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
111,"Keeley, Oryn","DOL","2RF",385200,NA,23.6,NA,NA,118,5,NA,"pre","Bye Next Round","Bye Next Round",NA,NA,NA,NA,FALSE,TRUE
492,"Fainu, Latu","WST","HFB",384200,NA,6.6,NA,NA,33,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
207,"Wilson, Blake","MNL","CTW",381400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
88,"Smithies, Morgan","CBR","2RF",380900,NA,40.4,NA,NA,202,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
357,"Sorensen, Scott","PTH","2RF",380400,NA,31,NA,NA,155,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
293,"Laban, Jacob","NZL","2RF",377900,NA,40.6,NA,NA,203,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
339,"Cole, Jack","PTH","5/8",377200,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
455,"Butcher, Egan","SYD","2RF",374200,NA,25,NA,NA,125,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
503,"Madden, Jock","WST","HFB",374000,NA,26,NA,NA,130,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
433,"Humphreys, Jamie","STH","HFB",370500,NA,12.4,NA,NA,62,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
448,"Tass, Isaiah","STH","CTW",369900,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
229,"McCarthy, Kyle","NEW","CTW",369300,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
262,"Mahoney, Reed","NQC","HOK",369000,NA,40.2,NA,NA,201,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
16,"Paix, Cory","BRO","HOK",366500,NA,37.4,NA,NA,187,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
9,"Hunt, Ben","BRO","HOK",366000,NA,29.2,NA,NA,146,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
325,"Pezet, Jonah","PAR","5/8",363900,NA,43,NA,NA,215,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
266,"Neame, Griffin","NQC","FRF",362200,NA,34,NA,NA,170,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
71,"Finau, Sione","CBR","CTW",361400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
253,"Hess, Coen","NQC","2RF/FRF",360600,NA,35.8,NA,NA,179,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
302,"Pompey, Adam","NZL","CTW",360500,NA,26.6,NA,NA,133,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
303,"Stowers-Smith, Tanner","NZL","FRF",359500,NA,34.2,NA,NA,171,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
523,"Moale, Davvy","MEL","FRF",358800,NA,6.8,NA,NA,34,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
6,"Gosiewski, Jack","BRO","2RF",357600,NA,9.4,NA,NA,47,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
245,"Chester, Tom","NQC","CTW/FLB",356700,NA,47.4,NA,NA,237,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
306,"Vaimauga, Demitric","NZL","2RF/FRF",356400,NA,24.8,NA,NA,124,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
300,"Niukore, Marata","NZL","2RF/FRF",355800,NA,20.2,NA,NA,101,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
464,"Leniu, Spencer","SYD","FRF",355100,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
48,"Mann, Kurt","BUL","2RF",355100,NA,28.8,NA,NA,144,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
526,"Talau, Tommy","SYD","CTW",355100,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
40,"Hayward, Bailey","BUL","HOK",354800,NA,34,NA,NA,170,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
437,"Kosi, Edward","STH","CTW",354000,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
474,"Steep, Blake","SYD","2RF",352600,NA,15,NA,NA,75,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
201,"Trbojevic, Jake","MNL","2RF",352600,NA,29.6,NA,NA,148,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
547,"Graham-Taufa, Moala","STH","CTW",352000,NA,3.8,NA,NA,19,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
501,"Laulilii, Luke","WST","CTW",351300,NA,44.4,NA,NA,222,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
105,"Flegler, Thomas","DOL","FRF",350600,NA,31.6,NA,NA,158,5,NA,"pre","Bye Next Round","Bye Next Round",NA,NA,NA,NA,FALSE,TRUE
54,"Salmon, Jaeman","BUL","2RF",350600,NA,35.6,NA,NA,178,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
320,"Moretti, Luca","PAR","2RF",350400,NA,10.8,NA,NA,54,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
287,"Gannon, Morgan","NZL","2RF",350000,NA,0.4,NA,NA,2,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
514,"Seyfarth, Alex","WST","2RF",349200,NA,15.6,NA,NA,78,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
435,"Keppie, Sean","STH","FRF",348400,NA,15.2,NA,NA,76,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
452,"Ward, Ashton","STH","HFB",346200,NA,2.2,NA,NA,11,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
42,"Hughes, Samuel","BUL","FRF",345300,NA,11.4,NA,NA,57,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
494,"Fainu, Sione","WST","FRF/2RF",342300,NA,30.6,NA,NA,153,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
327,"Samrani, Jordan","PAR","2RF/CTW",342300,NA,13.4,NA,NA,67,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
291,"Ieremia-Toeava, Eddie","NZL","2RF",339500,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
368,"Uele, Braden","SHA","FRF",339000,NA,7.8,NA,NA,39,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
146,"Morrin, Kurtis","GCT","2RF/FRF",337500,NA,37.4,NA,NA,187,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
224,"Jones, Brodie","NEW","2RF/FRF",336200,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
331,"Tuivaiti, Sam","PAR","2RF/FRF",336200,NA,32.6,NA,NA,163,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
395,"Couchman, Ryan","STG","2RF",335100,NA,39.8,NA,NA,199,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
85,"Sanders, Ethan","CBR","HFB",335100,NA,48.2,NA,NA,241,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
403,"Halangahu, Jacob","STG","2RF",334800,NA,4.6,NA,NA,23,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
260,"Lodge, Matthew","NQC","FRF",333900,NA,22.6,NA,NA,113,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
387,"Rudolf, Toby","SHA","FRF",333200,NA,35.4,NA,NA,177,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
504,"Makasini, Heamasi","WST","CTW",332700,NA,38.4,NA,NA,192,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
278,"Berry, Rocco","NZL","CTW",332500,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
169,"MacDonald, Alec","MEL","2RF/FRF",330900,NA,25,NA,NA,125,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
211,"Cant, Thomas","NEW","2RF",329900,NA,12.6,NA,NA,63,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
407,"Lawrie, Blake","STG","FRF",329000,NA,25,NA,NA,125,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
405,"Kerr, Josh","STG","FRF",328900,NA,24.8,NA,NA,124,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
411,"Pasifiki Tonga, Loko","STG",NA,328600,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
123,"Stone, Ray","DOL","2RF",328100,NA,22.8,NA,NA,114,5,NA,"pre","Bye Next Round","Bye Next Round",NA,NA,NA,NA,FALSE,TRUE
26,"Tawha, Aublix","BRO","FRF",325500,NA,14.2,NA,NA,71,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
182,"Dockar-Clay, Zach","MNL","HOK",325200,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
505,"Mason, Heath","WST","5/8/FLB",323100,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
177,"Wishart, Tyran","MEL","5/8/HFB",323100,NA,32.8,NA,NA,164,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
427,"Fletcher, Thomas","STH","2RF",322700,NA,1.6,NA,NA,8,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
25,"Talty, Ben","BRO","2RF/FRF",322300,NA,29.4,NA,NA,147,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
378,"Kaufusi, Oregon","SHA","FRF",319500,NA,31.2,NA,NA,156,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
166,"Leo, Moses","MEL","CTW",317500,NA,39.6,NA,NA,198,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
424,"Bentley-Hape, Bayleigh","STH","CTW",317300,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
264,"Mikaele, Thomas","NQC","FRF",316800,NA,21.4,NA,NA,107,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
393,"Atkinson, Daniel","STG","HFB",315900,NA,39.4,NA,NA,197,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
129,"de Groot, Jaylan","GCT",NA,315200,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
18,"Piakura, Brendan","BRO","2RF",313400,NA,21.8,NA,NA,109,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
